article_id,vedette,localisationco,insee_code,id,old-id,label,definition_typologie,definition_localisation,insee,method_dicotopo,localisationde,dpt_code,canton_code,method,reference
PO7-00688,Chambery Vieux,none,73065,,,,,,,nulle,Savoie,73,la Motte-Servolex,dpt_fuzzy,     Chambéry le Vieux     Savoie     con de la Motte Servolex       Cambariacum Vetus  eccl   376 a      Cambayriacum Vetus  capellanus  382 e      Chambariacum Vetus  eccl   370 b      Chamberiacum Vetus  Beata Maria  eccl   400 c      Chamberii Vetus  capellanus  395 d    
PO7-00689,Chamblanc,none,21131,,,,,,,nulle,Côte-d’Or,none,Seurre,nodpt_fuzzy,     Chamblanc     Côte d Or     con de Seurre       Chamblancum  eccl   66 a      Chamblans  capellanus  47 a  eccl   79 b      Chanblans  eccl   17 e    
PO7-00690,Chamblay,none,39093,,,,,,,nulle,Jura,39,Villers-Farlay,dpt_exact,     Chamblay     Jura     con de Villers Farlay       Chamblay  eccl   80 d    
PO7-00691,Chamoons,Borne,07038,P20971153,DT07-03306,Charbonniere,ruisseau,commune de Borne,07038,localisationco_fuzzy,,,,,
PO7-00691,Chamoons,Borne,07038,P65139400,DT07-02568,Chabanis,hameau,commune de Borne,07038,localisationco_fuzzy,,,,,
PO7-00691,Chamoons,Borne,07038,P47680217,DT07-03730,Chavras,bois,commune de Borne,07038,localisationco_fuzzy,,,,,
PO7-00691,Chamoons,Borne,07038,P29737971,DT07-03372,Charnier,mas,commune de Borne,07038,localisationco_fuzzy,,,,,
PO7-00691,Chamoons,Borne,07038,P15153547,DT07-02620,Chabottes,mas,commune de Borne,07038,localisationco_fuzzy,,,,,
PO7-00691,Chamoons,Borne,07038,P80907079,DT07-02900,Chambons,abbaye,commune de Borne,07038,localisationco_fuzzy,,,,,
PO7-00692,Chambornay Bellevaux,none,70118,,,,,,,nulle,Haute-Saône,70,Rioz,dpt_exact,     Chambornay lès Bellevaux     Haute Saône     con de Rioz       Chamborna Sancti Justi  eccl   30 e      Chambornai  8 d      Chambornay  prebenda  37 a  69 g      Chambornay prope Bellam Vallem  capellanus  39 g  eccl   70 e  prebenda  65 c      Chambournay  prebenda  4 b      Chambournoi  eccl   8 c      Chanbornay  prebenda  80 d    
PO7-00693,Chambornay Pin,none,70119,,,,,,,nulle,Haute-Saône,70,Marnay,dpt_exact,     Chambornay lès Pin     Haute Saône     con de Marnay       Chambornai  p   25 c      Chambornay  eccl   71 a  prior  prioratus  39 a  68 b      Chambornay prope Cusse  capellanus  40 e      Chambornoy  eccl   26 a      Chanbornay  242 a    
PO7-00694,Chambre,none,73067,,,,,,,nulle,Savoie,73,none,dpt_exact,     Chambre  la      Savoie     arr  de Saint Jean de Maurienne       Camera  burgus  capellanus  462 b  curatus  467 g  hospitale  462 c  maladeria  462 c  prior  465 e    
PO7-00695,Chamesol,none,25114,,,,,,,nulle,Doubs,25,Saint-Hippolyte,dpt_exact,     Chamesol     Doubs     con de Saint Hippolyte       Chambuso  eccl   34 d      Chamessol  capellanus  58 e  eccl   92 e    
PO7-00696,Chamole,none,39094,,,,,,,nulle,Jura,39,Poligny,dpt_exact,     Chamole     Jura     con de Poligny       Chamons    eccl   15 d    
PO7-00697,Chamonix Blanc,none,74056,,,,,,,nulle,Haute-Savoie,74,none,dpt_exact,     Chamonix Mont Blanc     Haute Savoie     arr  de Bonneville       Campus Minutus  matricularia  343 g  prior  317 b      Chammonis  cura  366 a  prior  366      Chamonis  capellanus  312 e  prior  346 a      Chamonix  prior  328 g      Chamonys  curatus  343 g    
PO7-00698,Chamousset,none,73068,,,,,,,nulle,Savoie,73,Chamoux,dpt_exact,     Chamousset     Savoie     con de Chamoux       Camossetum  capellanus  461 h      Chamoisetum  curatus  467 c    
PO7-00699,Chamoux,none,73069,,,,,,,nulle,Savoie,73,none,dpt_fuzzy,     Chamoux     Savoie     arr  de Chambéry       Camussium  curatus  468 a  prioratus  461 d      Chamos  capellanus  463 a      Chamussium  prior  465 f    
PO7-00700,Champ,none,38070,,,,,,,nulle,Isère,38,Goncelin,dpt_fuzzy,     Champ  le      Isère     con de Goncelin       Campus  capellanus  388 f  prior  384 e  392 b  sacrista  387 a      Champus  eccl   373 g    
PO7-00701,Champagne,none,01079,P89446340,DT01-02368,Chaneins,lieu dit,commune de Passin,01079,communes_fuzzy,,,,,
PO7-00701,Champagne,none,01079,P24807605,DT01-02590,Charron,hameau,commune de Champagne,01079,communes_fuzzy,,,,,
PO7-00701,Champagne,none,01079,P85591179,DT01-09129,Chamilleu,,"communes de Passin, Brénaz et Lochieu",01079,communes_fuzzy,,,,,
PO7-00701,Champagne,none,01079,P58107876,DT01-02471,Charancin,commune,canton de Champagne,01079,communes_fuzzy,,,,,
PO7-00701,Champagne,none,01079,P62685029,DT01-02214,Chamarel,écart,commune de Passin,01079,communes_fuzzy,,,,,
PO7-00701,Champagne,none,01079,P74841182,DT01-02137,Chagenot,localité disparue,près Champagne,01079,communes_fuzzy,,,,,
PO7-00702,Champagne,none,07051,,,,,,,nulle,Ardèche,07,Serrières,dpt_exact,     Champagne     Ardèche     con de Serrières       Campaignie  prior  299 e      Campania  capellanus  281 e  300 b  prior  280 d    
PO7-00703,Champagne,Gras,25296,,,,,,,nulle,Doubs,25,Morteau,dpt_exact,     Champagne     Doubs     con de Morteau     cne des Gras       Champagne  dominus  99 var  b    
PO7-00705,Champagneux,none,73070,,,,,,,nulle,Savoie,73,Saint-Genix,dpt_exact,     Champagneux     Savoie     con de Saint Genix       Champaigniacum  capellanus  234 g      Champaigneu  Beata Maria  239 d      Champanieu  capellanus  230 c      Champannieu  obedientia  231 d    
PO7-00706,Champagney,none,39096,,,,,,,nulle,Jura,39,Montmirey-le-Château,dpt_exact,     Champagney     Jura     con de Montmirey le Château       Campaingne  eccl   18 f      Champaigne  eccl   81 a      Champaigney  capellanus  48 h    
PO7-00707,Champagney,none,70120,,,,,,,nulle,Haute-Saône,70,none,dpt_exact,     Champagney     Haute Saône     arr  de Lure       Champaigney  capellanus  59 g  eccl   95 d      Chanpaigne  eccl   34 e    
PO7-00708,Champagnier,none,38068,,,,,,,nulle,Isère,38,Vizille,dpt_exact,     Champagnier     Isère     con de Vizille       Campaigniacum  prior  393 b      Campaniacum  capellanus  381 h  eccl   379 a      Champaneu  eccl   373 d    
PO7-00709,Champagnole,none,39097,,,,,,,nulle,Jura,39,none,dpt_exact,     Champagnole     Jura     arr  de Poligny       Champagnole  eccl   74 e      Champaignoles  capellanus  44 a      Chanpaignole  eccl   15 h    
PO7-00710,Champagny,none,73071,,,,,,,nulle,Savoie,73,Bozel,dpt_fuzzy,     Champagny     Savoie     con de Bozel       Champaniacum  eccl   248 b    
PO7-00711,Champdor,none,01080,,,,,,,nulle,Ain,01,Brénod,dpt_exact,     Champdor     Ain     con de Brénod       Chandouro  capellanus  307 h      Chandouru  capellanus  326 e  curatus  338 a    
PO7-00712,Champfromier,none,01081,P80577239,DT01-02586,Charrieres,ferme,commune de Champfromier,01081,communes_fuzzy,,,,,
PO7-00712,Champfromier,none,01081,P49606240,DT01-02160,Chalame Cret,montagne,commune de Champfromier,01081,communes_fuzzy,,,,,
PO7-00712,Champfromier,none,01081,P44395019,DT01-04055,Domplome,ferme,commune de Champfromier,01081,communes_fuzzy,,,,,
PO7-00713,Champier,none,38069,,,,,,,nulle,Isère,38,la Côte-Saint-André,dpt_exact,     Champier     Isère     con de la Côte Saint André       Champas  capellanus  294 d      Chanpees  capellanus  288 c    
PO7-00715,Champis,none,07052,P59806045,DT07-13760,Pierre Champis,église,commune de Labatie-de-Crussol,07052,communes_fuzzy,,,,,
PO7-00715,Champis,none,07052,P27692606,DT07-03210,Chapelas,mas,commune de Champis,07052,communes_fuzzy,,,,,
PO7-00716,Champ Laurent,none,73072,,,,,,,nulle,Savoie,73,Chamoux,dpt_exact,     Champ Laurent     Savoie     con de Chamoux       Campus Laurentius  capellanus  463 a  curatus  468 b    
PO7-00717,Champlitte Ville,none,70122,,,,,,,nulle,Haute-Saône,70,Champlitte,dpt_fuzzy,     Champlitte la Ville     Haute Saône     con de Champlitte       Champlite  capitulum  85 d    
PO7-00719,Champ Drac,none,38071,,,,,,,nulle,Isère,38,Vizille,dpt_exact,     Champ sur Drac     Isère     con de Vizille       Campi  capellanus  388 b  Sanctus Petrus  eccl   372 g    
PO7-00721,Champtonnay,none,70124,,,,,,,nulle,Haute-Saône,70,Gray,dpt_exact,     Champtonnay     Haute Saône     con de Gray       Chantonay  capellanus  50 g  eccl   83 d    
PO7-00722,Champvans,none,25047,,,,,,,nulle,Doubs,25,Audeux,dpt_fuzzy,     Champvans     Doubs     con d Audeux       Chanvanz  prebenda  3 e    
PO7-00723,Champvans,none,39101,,,,,,,nulle,Jura,39,Dole,dpt_exact,     Champvans     Jura     con de Dole       Champvans  capellanus  48 f  eccl   81 c      Chanvaz  eccl   27 f    
PO7-00725,Chanas,none,38072,,,,,,,nulle,Isère,38,Roussillon,dpt_exact,     Chanas     Isère     con de Roussillon       Chamas  capellanus  286 d      Channas  capellanus  296 b    
PO7-00726,Chanay,none,01082,P38390840,DT01-10031,Charix,hameau,commune de Chanay,01082,communes_fuzzy,,,,,
PO7-00726,Chanay,none,01082,P82828840,DT01-02345,Chanay Izernore,ancienne seigneurie,commune de Chanay,01082,communes_fuzzy,,,,,
PO7-00726,Chanay,none,01082,P47705573,DT01-02179,Chalavray,écart,commune de Chanay,01082,communes_fuzzy,,,,,
PO7-00726,Chanay,none,01082,P91979330,DT01-02513,Charix,hameau,commune de Chanay,01082,communes_fuzzy,,,,,
PO7-00726,Chanay,none,01082,P89880564,DT01-02903,Chene,hameau,commune de Chanay,01082,communes_fuzzy,,,,,
PO7-00727,Chanaz,none,73073,,,,,,,nulle,Savoie,73,Ruffieux,dpt_exact,     Chanaz     Savoie     con de Ruffieux       Chagnaz  capellanus  326 g      Chaignaz  curatus  338 c      Chanaz  cura  362 b      Chaynaz  capellanus  315 a    
PO7-00729,Chandolas,none,07053,P20942149,DT07-02810,Chamas,mas,commune de Chandolas,07053,communes_fuzzy,,,,,
PO7-00729,Chandolas,none,07053,P80969751,DT07-03043,Champinas,quartier,commune de Chandolas,07053,communes_fuzzy,,,,,
PO7-00729,Chandolas,none,07053,P42559793,DT07-04137,Cognas,hameau,commune de Chandolas,07053,communes_fuzzy,,,,,
PO7-00729,Chandolas,none,07053,P69374905,DT07-02604,Chabaud,bois,commune de Chandolas,07053,communes_fuzzy,,,,,
PO7-00731,Chaneac,none,07054,P00429496,DT07-02877,Chambon,hameau,commune de Chanéac,07054,communes_fuzzy,,,,,
PO7-00731,Chaneac,none,07054,P59170408,DT07-02814,Chambarlhac,château,commune de Chanéac,07054,communes_fuzzy,,,,,
PO7-00731,Chaneac,none,07054,P28818037,DT07-03672,Chauvet,mas,commune de Chanéac,07054,communes_fuzzy,,,,,
PO7-00731,Chaneac,none,07054,P67237349,DT07-03495,Chasteou,montagne,commune de Chanéac,07054,communes_fuzzy,,,,,
PO7-00731,Chaneac,none,07054,P33780139,DT07-03473,Chastelas,quartier,commune de Chanéac,07054,communes_fuzzy,,,,,
PO7-00732,Changin,Arbois,39013,,,,,,,nulle,Jura,39,Arbois,dpt_exact,     Changin     Jura     con d Arbois     cne d Arbois       Changin  eccl   72 c      Changins  capellanus  42 a  eccl   15 b    
PO7-00734,Chanois,none,NO,,,,,,,nulle,none,none,none,nodpt_fuzzy,     Chanois  le      région        Chasne  89 b      Chesnoy  56 e    
PO7-00735,Chanos,Chanos-Curson,26071,P74351509,DT26-02009,Chanos,"village, chef-lieu",commune de Chanos-Curson,26071,localisationco_exact,,,,,
PO7-00737,Chantemerle Bles,none,26072,P93002790,DT26-10548,Pierre Bles,ruines de chapelle et cimetière,commune de Chantemerle,26072,communes_fuzzy,,,,,
PO7-00738,Chantes,none,70127,,,,,,,nulle,Haute-Saône,70,Scey-sur-Saône,dpt_exact,     Chantes     Haute Saône     con de Scey sur Saône       Chante  capellanus  51 e  eccl   85 e    
PO7-00739,Chantesse,none,38074,,,,,,,nulle,Isère,38,Vinay,dpt_exact,     Chantesse     Isère     con de Vinay       Cantessa  eccl   378 b      Chantesa  prior  396 e      Chantessa  capellanus  389 g  eccl   367 b  prior  386 a    
PO7-00740,Chantrans,none,25120,,,,,,,nulle,Doubs,25,Ornans,dpt_exact,     Chantrans     Doubs     con d Ornans       Chantrans  capellanus  63 c  eccl   100 b    
PO7-00741,Chapareillan,none,38075,,,,,,,nulle,Isère,38,Touvet,dpt_exact,     Chapareillan     Isère     con du Touvet       Campaniacum Rillent  capellanus  382 h      Campania Rielent  eccl   371 a      Campania Riolentis  eccl   377 c      Champignief Rillent  386 d      Chaparaillenc  capellanus  395 g      Chaparrilhencum  Beata Maria  eccl   400 d    
PO7-00742,Chapelle,St-Chef,38374,,,,,,,nulle,Isère,38,St-Chef,dpt_fuzzy,     Chapelle  la      Isère     con de St Chef     cne de St Chef       Capella Sancti Theuderii  capellanus  293 b    
PO7-00743,Chapelle,Merlas,38228,,,,,,,nulle,Isère,38,Saint-Geoire,dpt_exact,     Chapelle  la      Isère     con de Saint Geoire     cne de Merlas       Capella juxta Merla  capellanus  288 f    
PO7-00744,Chapelle,none,39103,,,,,,,nulle,Jura,39,Salins,dpt_fuzzy,     Chapelle  la      Jura     con de Salins       Capella  cappellanus  41 c  eccl   72 b      Cappella  eccl   15 a    
PO7-00745,Chapelle,none,73074,,,,,,,nulle,Savoie,73,la Chambre,dpt_exact,     Chapelle  la      Savoie     con de la Chambre       Capella  capellanus  460 i  curatus  466 i    
PO7-00746,Chapelle,Marin,74166,,,,,,,nulle,Haute-Savoie,74,Thonon-les-Bains,dpt_exact,     Chapelle  la      Haute Savoie     con de Thonon les Bains     cne de Marin       Capella Drancie  capellanus  316 a      Capella ultra Dranciam  capellanus  331 f    
PO7-00748,Chapelle Blanche,none,73075,,,,,,,nulle,Savoie,73,la Rochette,dpt_exact,     Chapelle Blanche  la      Savoie     con de la Rochette       Blancha Capella  eccl   374 d      Capella Alba  capellanus  388 e  Beata Maria  eccl   399 c    
PO7-00749,Chapelle Huin,none,25122,,,,,,,nulle,Doubs,25,Levier,dpt_fuzzy,     Chapelle d Huin     Doubs     con de Levier       Capella de Huins  25 b      Capella Duym  capellanus  62 e      Capella d Uhin  eccl   99 c    
PO7-00750,Chapelle Bard,none,38078,,,,,,,nulle,Isère,38,Allevard,dpt_exact,     Chapelle du Bard  la      Isère     con d Allevard       Chapelleta  capellanus  388 d    
PO7-00751,Chapelle Vercors,none,26074,P97838390,DT26-10138,Agnan Vercors,commune,canton de la Chapelle-en-Vercors,26074,communes_fuzzy,,,,,
PO7-00751,Chapelle Vercors,none,26074,P85551902,DT26-01759,Chaberts,hameau,commune de la Chapelle-en-Vercors,26074,communes_fuzzy,,,,,
PO7-00751,Chapelle Vercors,none,26074,P67994123,DT26-10457,Martin Vercors,commune,canton de la Chapelle-en-Vercors,26074,communes_fuzzy,,,,,
PO7-00751,Chapelle Vercors,none,26074,P42135515,DT26-10390,Julien Vercors,commune,canton de la Chapelle-en-Vercors,26074,communes_fuzzy,,,,,
PO7-00751,Chapelle Vercors,none,26074,P01650620,DT26-09150,Puy a Vercors,montagne,commune de la Chapelle-en-Vercors,26074,communes_fuzzy,,,,,
PO7-00752,Chapelle Rambaud,none,74059,,,,,,,nulle,Haute-Savoie,74,la Roche,dpt_exact,     Chapelle Rambaud  la      Haute Savoie     con de la Roche       Capella Rembot  capellanus  330 a    
PO7-00753,Chapelles,none,73077,,,,,,,nulle,Savoie,73,Bourg-Saint-Maurice,dpt_exact,     Chapelles  les      Savoie     con de Bourg Saint Maurice       Capella  eccl   247 c    
PO7-00754,Chapelle Martin,none,73078,,,,,,,nulle,Savoie,73,Yenne,dpt_exact,     Chapelle Saint Martin  la      Savoie     con d Yenne       Sanctus Martinus de Villars  238 f    
PO7-00755,Chapelle Maurice,none,74060,,,,,,,nulle,Haute-Savoie,74,Annecy,dpt_exact,     Chapelle Saint Maurice  la      Haute Savoie     con d Annecy       Capella Chorii  capellanus  316 f    
PO7-00756,Chapelle Quillain,none,70129,,,,,,,nulle,Haute-Saône,70,Gy,dpt_exact,     Chapelle Saint Quillain  la      Haute Saône     con de Gy       Capella  capellanus  50 d  d   28 a  prior  49 d  82 b      Capella de Marnay  capellanus  50 var  a      Capella prope Gyacum  eccl   83 a      Cappella  eccl   19 d    
PO7-00757,Chapelle Sauveur,none,71093,P23049509,DT71-04184,Chapelle,lieu détruit,commune de La Chapelle-Saint-Sauveur,71093,communes_fuzzy,,,,,
PO7-00757,Chapelle Sauveur,none,71093,P69850344,DT71-03967,Champ Renaud,écart,"communes de La Chapelle-Saint-Sauveur, La Chaux et Dampierre-en-Bresse",71093,communes_fuzzy,,,,,
PO7-00758,Chapelle Voland,none,39104,,,,,,,nulle,Jura,39,Bletterans,dpt_exact,     Chapelle Voland     Jura     con de Bletterans       Capella Volans  capellanus  45 d  eccl   77 c      Capella Volant  eccl   27 d    
PO7-00759,Chapery,none,74061,,,,,,,nulle,Haute-Savoie,74,Alby,dpt_fuzzy,     Chapéry     Haute Savoie     con d Alby       Chaperie  capellanus  313 g  cura  355 a      Chapeyrie  capellanus  323 e  curatus  348 d      Chapeyrium  curatus  342 f      Chappeyrier  cura  352 m    
PO7-00760,Chapias,Die,26113,P91280054,DT26-07047,Mians,quartier,commune de Die,26113,localisationco_fuzzy,,,,,
PO7-00760,Chapias,Die,26113,P69597726,DT26-08855,Pont Chaines,pont,commune de Die,26113,localisationco_fuzzy,,,,,
PO7-00760,Chapias,Die,26113,P35437122,DT26-02014,Chanqueyras,quartier,commune de Die,26113,localisationco_fuzzy,,,,,
PO7-00760,Chapias,Die,26113,P10332622,DT26-00364,Baise,quartier,commune de Die,26113,localisationco_fuzzy,,,,,
PO7-00760,Chapias,Die,26113,P42426262,DT26-02187,Chastel,coteau et quartier,commune de Die,26113,localisationco_fuzzy,,,,,
PO7-00760,Chapias,Die,26113,P57984084,DT26-02068,Chapiat,ruisseau et quartier,commune de Die,26113,localisationco_fuzzy,,,,,
PO7-00760,Chapias,Die,26113,P65097158,DT26-01850,Chamarges,château et quartier,commune de Die,26113,localisationco_fuzzy,,,,,
PO7-00760,Chapias,Die,26113,P83233665,DT26-03484,Corps,ruisseau et quartier,commune de Die,26113,localisationco_fuzzy,,,,,
PO7-00760,Chapias,Die,26113,P04183185,DT26-01845,Chamaloc,commune,canton de Die,26113,localisationco_fuzzy,,,,,
PO7-00760,Chapias,Die,26113,P84387920,DT26-10129,Saillans,chef-lieu de canton,arrondissement de Die,26113,localisationco_fuzzy,,,,,
PO7-00761,Chapois,none,39105,,,,,,,nulle,Jura,39,Champagnole,dpt_exact,     Chapois     Jura     con de Champagnole       Chappoy  capellanus  41 d  eccl   73 c      Chespoi  eccl   26 c    
PO7-00762,Chaponnay,none,69270,,,,,,,nulle,Isère,38,Saint-Symphorien-d’Ozon,dpt_fuzzy,     Chaponnay     Isère     con de Saint Symphorien d Ozon       Chaponay  capellanus  282 d      Chaponnay  capellanus  290 e    
PO7-00763,Charaix,Saint-Christophe-et-le-Laris,26298,P55498469,DT26-02088,Charaix,hameau et paroisse,commune de Saint-Christophe-et-le-Laris,26298,localisationco_exact,,,,,
PO7-00764,Charancieu,none,38080,,,,,,,nulle,Isère,38,Saint-Geoire,dpt_exact,     Charancieu     Isère     con de Saint Geoire       Charance  capellanus  294 a    
PO7-00765,Charancin,none,01414,,,,,,,nulle,Ain,01,Champagne,dpt_fuzzy,     Charancin     Ain     con de Champagne       Chanrancis  capellanus  307 g      Charancins  capellanus  326 d      Chavertins    curatus  337 h    
PO7-00766,Charavines,none,38082,,,,,,,nulle,Isère,38,Virieu,dpt_exact,     Charavines     Isère     con de Virieu       Charavayn  capellanus  276 c      Charavine  capellanus  288 e    
PO7-00767,Charceney,Charcenne,70130,,,,,,,nulle,Haute-Saône,70,Marnay,dpt_exact,     Charceney     Haute Saône     con de Marnay     cne de Charcenne       Charcionay  eccl   28 f    
PO7-00768,Charchilla,none,39106,,,,,,,nulle,Jura,39,Moirans,dpt_exact,     Charchilla     Jura     con de Moirans       Charchillya  eccl   74 h      Cherchilliacum  capellanus  43 c      Cherchillie  eccl   26 e    
PO7-00769,Charens,none,26076,P27392498,DT26-00529,Charens,hameau,commune de Charens,26076,communes_fuzzy,,,,,
PO7-00769,Charens,none,26076,P78431420,DT26-02514,Chitons,hameau et quartier,commune de Charens,26076,communes_fuzzy,,,,,
PO7-00769,Charens,none,26076,P74016047,DT26-02122,Charens,ruisseau,commune de Charens,26076,communes_fuzzy,,,,,
PO7-00770,Charentenay,none,70492,,,,,,,nulle,Haute-Saône,70,Fresne-Saint-Mamès,dpt_fuzzy,     Charentenay     Haute Saône     con de Fresne Saint Mamès       Charentenay  28 f      Charantaney  eccl   32 d      Charantenay  eccl   85 a      Charantonay  capellanus  51 e      Domus de Charmes  28 f    
PO7-00771,Charette,none,71101,P77256021,DT71-00611,Charette,écart,commune de Charette,71101,communes_exact,,,,,
PO7-00772,Chargey Port,none,70133,,,,,,,nulle,Haute-Saône,70,Combeaufontaine,dpt_exact,     Chargey lès Port     Haute Saône     con de Combeaufontaine       Charge  eccl   28 f      Chargey  capellanus  53 b  eccl   88 c    
PO7-00773,Chariez,none,70134,,,,,,,nulle,Haute-Saône,70,Vesoul,dpt_exact,     Chariez     Haute Saône     con de Vesoul       Carye  eccl   2 c      Charie  eccl   21 g      Charrey  capellanus  55 g      Chariey  eccl   89 f    
