article,output6.xml,DT07.xml
DT07-03609,commune de Cros-de-Géorand.,commune de Cros de Géorand.
DT07-03612,commune de Saint-Pierre-de-Colombier.,commune de St Pierre de Colombier.
DT07-03614,commune de Sagnes-et-Goudoulet,commune de Sagnes et Goudoulet
DT07-03615,commune d’Usclades-et-Rieutord,commune d'Usclades
DT07-03616,commune de La Souche.,commune de la Souche.
DT07-03617,commune de Cros-de-Géorand.,commune de Cros de Géorand.
DT07-03619,commune de Saint-Clément.,commune de St Clément.
DT07-03620,commune de Lachamp-Raphaël.,commune de Lachamp Raphael.
DT07-03622,commune de Saint-Christol.,commune de St Christol.
DT07-03625,commune de Cros-de-Géorand.,commune de Cros de Géorand.
DT07-03630,commune de Saint-Jean-le-Centenier,commune de St Jean le Centenier
DT07-03631,commune de Saint-Martial.,commune de St Martial.
DT07-03632,commune de Saint-Sauveur-de-Cruzières.,commune de St Sauveur de Cruzières.
DT07-03637,commune de Villeneuve-de-Berg.,commune de Villeneuve de Berg.
DT07-03641,commune de Labastide-de-Virac.,commune de la Bastide de Virac.
DT07-03646,commune de La Souche.,commune de la Souche.
DT07-03648,commune de Saint-Andéol-de-Fourchades,commune de St Andéol de Fourchades
DT07-03652,commune de Saint-Christol.,commune de St Christol.
DT07-03655,commune de Saint-Genest-Lachamp.,commune de St Genest Lachamp.
DT07-03662,commune de Saint-Georges-les-Bains.,commune de St Georges les Bains.
DT07-03667,commune de Saint-Michel-de-Chabrillanoux,commune de St Michel de Chabrillanoux
DT07-03670,commune de Villeneuve-de-Berg,commune de Villeneuve de Berg
DT07-03674,commune de Saint-Fortunat.,commune de St Fortunat.
DT07-03676,commune de Saint-Montan.,commune de St Montan.
DT07-03679,commune de Vallon-Pont-d’Arc,commune de Vallon Pont d'Arc
DT07-03682,commune de Saint-Julien-le-Roux,commune de St Julien le Roux
DT07-03688,commune de Saint-Étienne-de-Lugdarès.,commune de St Étienne de Lugdarès.
DT07-03689,commune de Saint-Alban-d’Ay.,commune de St Alban d'Ay.
DT07-03696,commune de Saint-Michel-d’Aurance.,commune de St Michel d'Aurance.
DT07-03697,commune de Saint-Victor.,commune de St Victor.
DT07-03700,commune de La Chapelle-sous-Aubenas.,commune de la Chapelle sous Aubenas.
DT07-03701,commune de Sagnes-et-Goudoulet.,commune de Sagnes et Goudoulet.
DT07-03702,commune de Sainte-Marguerite-Lafigère.,commune de Ste Marguerite Lafigère.
DT07-03703,commune de Saint-Privat.,commune de St Privat.
DT07-03706,commune de Saint-Agrève,commune de St Agrève
DT07-03707,commune de Saint-Basile,commune de St Basile
DT07-03708,commune de Saint-Alban-d’Ay.,commune de St Alban d'Ay.
DT07-03709,commune de Saint-Jeure-d’Ay.,commune de St Jeure d'Ay.
DT07-03710,commune de Saint-Marcel-lès-Annonay.,commune de St Marcel les Annonay.
DT07-03711,commune de Saint-Sylvestre.,commune de St Sylvestre.
DT07-03712,commune de Saint-Jacques-d’Atticieux,commune de St Jacques d'Atticieux
DT07-03713,commune de Saint-Péray.,commune de St Péray.
DT07-03716,commune de Saint-Romain-de-Lerps,commune de St Romain de Lerps
DT07-03717,commune de Vals-les-Bains,commune de Vals
DT07-03718,commune de Saint-Basile.,commune de St Basile.
DT07-03719,commune de Désaignes.,commune de Desaignes.
DT07-03721,commune de Saint-Étienne-de-Boulogne,commune de St Étienne de Boulogne
DT07-03722,commune de Sainte-Eulalie.,commune de Ste Eulalie.
DT07-03723,commune de Saint-Jeure-d’Andaure.,commune de St Jeure d'Andaure.
DT07-03724,commune de Saint-Symphorien-de-Mahun,commune de St Symphorien de Mahun
DT07-03726,commune de Davézieux.,commune de Davezieux.
DT07-03728,commune de Saint-Martial,commune de St Martial
DT07-03729,commune de Saint-Just,commune de St Just
DT07-03731,commune de Saint-Genest-Lachamp,commune de St Genest Lachamp
DT07-03732,commune de Saint-Symphorien-de-Mahun,commune de St Symphorien de Mahun
DT07-03734,commune de Labastide-de-Juvinas.,commune de la Bastide de Juvinas.
DT07-03738,commune de Désaignes,commune de Desaignes
DT07-03739,commune de Saint-Mélany.,commune de St Mélany.
DT07-03740,commune de Saint-Romain-de-Lerps,commune de St Romain de Lerps
DT07-03747,commune de Saint-Apollinaire-de-Rias.,commune de St Apollinaire de Rias.
DT07-03748,commune de Saint-Julien-Boutières.,commune de St Julien Boutières.
DT07-03756,commune de Bourg-Saint-Andéol.,commune de Bourg St Andéol.
DT07-03757,commune de La Souche.,commune de la Souche.
DT07-03758,commune du Lac-d’Issarlès,commune du Lac d'Issarlès
DT07-03760,commune de Saint-Étienne-de-Lugdarès,commune de St Étienne de Lugdarès
DT07-03761,commune de Saint-Germain,commune de St Germain
DT07-03763,commune de Vogüé.,commune de Vogue.
DT07-03765,commune de Saint-Jeure-d’Andaure.,commune de St Jeure d'Andaure.
DT07-03767,commune de Saint-Clair,commune de St Clair
DT07-03768,commune de Saint-Jeure-d’Andaure,commune de St Jeure d'Andaure
DT07-03769,commune de Saint-Julien-Labrousse.,commune de St Julien Labrousse.
DT07-03770,commune de Saint-Martial,commune de St Martial
DT07-03772,commune de Saint-Barthélemy-le-Meil.,commune de St Barthélémy le Meil.
DT07-03776,commune de Saint-André-de-Cruzières.,commune de St André de Cruzières.
DT07-03777,commune de Saint-Maurice-d’Ibie.,commune de St Maurice d'Ibie.
DT07-03780,commune de Saint-Symphorien-sous-Chomérac,commune de St Symphorien sous Chomérac
DT07-03782,commune de La Chapelle-Graillouse.,commune de la Chapelle Graillouse.
DT07-03784,commune de Vallon-Pont-d’Arc,commune de Vallon Pont d'Arc
DT07-03787,commune de Labatie-d’Andaure,commune de la Batie d'Andaure
DT07-03788,commune de Saint-Martial.,commune de St Martial.
DT07-03789,commune de Saint-Sylvestre.,commune de St Sylvestre.
DT07-03793,commune de Saint-Sauveur-de-Montagut,commune de St Sauveur de Montagut
DT07-03795,commune de Vallon-Pont-d’Arc.,commune de Vallon Pont d'Arc.
DT07-03796,commune de Villeneuve-de-Berg.,commune de Villeneuve de Berg.
DT07-03797,commune de Bourg-Saint-Andéol.,commune de Bourg St Andéol.
DT07-03800,commune de Saint-Remèze.,commune de St Remèze.
DT07-03801,commune de Bourg-Saint-Andéol.,commune de Bourg St Andéol.
DT07-03803,commune de Labastide-de-Virac.,commune de la Bastide de Virac.
DT07-03806,commune de Bourg-Saint-Andéol.,commune de Bourg St Andéol.
DT07-03809,commune de Saint-Victor.,commune de St Victor.
DT07-03810,commune de Saint-Pierre-sur-Doux,commune de St Pierre sur Doux
DT07-03812,commune de Saint-Montan.,commune de St Montan.
DT07-03813,commune de Saint-Remèze.,commune de St Remèze.
DT07-03814,commune de Saint-Laurent-sous-Coiron.,commune de St Laurent sous Coiron.
DT07-03818,commune de Châteauneuf-de-Vernoux.,commune de Châteauneuf de Vernoux.
DT07-03821,commune de Désaignes,commune de Desaignes
DT07-03824,commune de Saint-Clair.,commune de St Clair.
DT07-03825,commune de Saint-Thomé.,commune de St Thomé.
DT07-03827,commune de La Souche.,commune de la Souche.
DT07-03829,commune de Saint-Cirgues-en-Montagne.,commune de St Cirgues en Montagne.
DT07-03830,commune de Saint-Martial,commune de St Martial
DT07-03831,commune de Saint-Vincent-de-Barrès.,commune de St Vincent de Barrès.
DT07-03835,commune de Gilhac-et-Bruzac,commune de Gilhac et Bruzac
DT07-03837,commune de Saint-Remèze.,commune de St Remèze.
DT07-03838,commune de Saint-Priest.,commune de St Priest.
DT07-03844,commune de Bourg-Saint-Andéol,commune de Bourg St Andéol
DT07-03846,commune de Lachamp-Raphaël,commune de Lachamp Raphael
DT07-03847,commune de Lavillatte,commune de la Villatte
DT07-03849,commune de Saint-Gineys-en-Coiron.,commune de St Gineys en Coiron.
DT07-03852,commune de Saint-Genest-Lachamp,commune de St Genest Lachamp
DT07-03853,commune de Labastide-de-Juvinas,commune de la Bastide de Juvinas
DT07-03854,commune de Bourg-Saint-Andéol.,commune de Bourg St Andéol.
DT07-03857,commune de Saint-Priest,commune de St Priest
DT07-03861,commune de Saint-Agrève,commune de St Agrève
DT07-03862,commune de Saint-Julien-en-Saint-Alban,commune de St Julien en St Alban
DT07-03868,commune de Saint-Victor.,commune de St Victor.
DT07-03869,commune de Saint-Barthélemy-le-Meil.,commune de St Barthélémy le Meil.
DT07-03870,commune de Saint-Cirgues-en-Montagne.,commune de St Cirgues en Montagne.
DT07-03872,commune de Villeneuve-de-Berg,commune de Villeneuve de Berg
DT07-03873,commune de Saint-Julien-Labrousse,commune de St Julien Labrousse
DT07-03875,commune de Vallon-Pont-d’Arc,commune de Vallon Pont d'Arc
DT07-03876,commune de Villeneuve-de-Berg.,commune de Villeneuve de Berg.
DT07-03877,commune de Saint-Sauveur-de-Montagut,commune de St Sauveur de Montagut
DT07-03884,commune de Saint-Jeure-d’Ay,commune de St Jeure d'Ay
DT07-03887,commune de Saint-Pierre-le-Déchausselat.,commune de St Pierre le Déchausselat.
DT07-03888,commune de Villeneuve-de-Berg,commune de Villeneuve de Berg
DT07-03889,commune de Désaignes.,commune de Desaignes.
DT07-03891,commune de Boucieu-le-Roi,commune de Boucieu le Roi
DT07-03894,commune de Saint-Barthélemy-le-Pin,commune de St Barthélémy le Pin
DT07-03895,commune de Saint-Martial,commune de St Martial
DT07-03896,commune de Saint-Pierre-sur-Doux.,commune de St Pierre sur Doux.
DT07-03897,commune de Saint-Privat,commune de St Privat
DT07-03898,commune de Saint-Sauveur-de-Montagut.,commune de St Sauveur de Montagut.
DT07-03902,commune de Saint-Privat.,commune de St Privat.
DT07-03903,commune de Saint-Prix,commune de St Prix
DT07-03904,commune de Saint-Étienne-de-Fontbellon.,commune de St Étienne de Fontbellon.
DT07-03905,commune de Colombier-le-Vieux,commune de Colombier le Vieux
DT07-03906,commune de Lafarre.,commune de la Farre.
DT07-03907,commune de Saint-Jeure-d’Ay,commune de St Jeure d'Ay
DT07-03911,commune de Saint-Agrève,commune de St Agrève
DT07-03918,commune de Saint-Gineys-en-Coiron.,commune de St Gineys en Coiron.
DT07-03921,commune de Bozas,commune de Bosas
DT07-03922,commune de Boulieu-lès-Annonay.,commune de Boulieu les Annonay.
DT07-03924,commune de Désaignes.,commune de Desaignes.
DT07-03925,commune de Saint-Désirat.,commune de St Désirat.
DT07-03926,commune de Saint-Prix,commune de St Prix
DT07-03933,commune de Saint-Étienne-de-Lugdarès.,commune de St Étienne de Lugdarès.
DT07-03938,commune de Saint-Barthélemy-le-Pin,commune de St Barthélémy le Pin
DT07-03939,commune de Saint-Christol,commune de St Christol
DT07-03940,commune de Saint-Félicien.,commune de St Félicien.
DT07-03941,commune de Saint-Jean-Chambre.,commune de St Jean Chambre.
DT07-03943,commune de Saint-Vincent-de-Durfort.,commune de St Vincent de Durfort.
DT07-03944,commune de Saint-Barthélemy-le-Plain.,commune de St Barthélémy le Plain.
DT07-03945,commune de Saint-Barthélemy-le-Pin,commune de St Barthélémy le Pin
DT07-03947,commune de Bozas.,commune de Bosas.
DT07-03953,commune de Saint-Jeure-d’Ay.,commune de St Jeure d'Ay.
DT07-03954,commune de Saint-André-Lachamp.,commune de St André Lachamp.
DT07-03955,commune de Saint-Germain.,commune de St Germain.
DT07-03958,commune de Saint-Privat.,commune de St Privat.
DT07-03961,commune de Vallon-Pont-d’Arc.,commune de Vallon Pont d'Arc.
DT07-03963,commune de Saint-Étienne-de-Serre,commune de St Étienne de Serre
DT07-03964,commune de Saint-Barthélemy-le-Pin.,commune de St Barthélémy le Pin.
DT07-03967,commune de Saint-Remèze.,commune de St Remèze.
DT07-03969,commune de Saint-Remèze.,commune de St Remèze.
DT07-03970,commune de Saint-Remèze.,commune de St Remèze.
DT07-03972,commune de Saint-Martin-sur-Lavezon,commune de St Martin sur Lavezon
DT07-03976,commune de Saint-Montan.,commune de St Montan.
DT07-03980,commune de Vals-les-Bains.,commune de Vals.
DT07-03981,commune de Saint-Étienne-de-Fontbellon.,commune de St Étienne de Fontbellon.
DT07-03983,commune de Saint-Martial.,commune de St Martial.
DT07-03984,canton de Villeneuve-de-Berg,canton de Villeneuve de Berg
DT07-03987,commune de Saint-André-de-Cruzières.,commune de St André de Cruzières.
DT07-03991,commune de Saint-Julien-du-Serre.,commune de St Julien du Serre.
DT07-03994,commune de Sagnes-et-Goudoulet.,commune de Sagnes et Goudoulet.
DT07-03995,commune de Saint-Martial,commune de St Martial
DT07-03998,commune de Saint-Étienne-de-Boulogne.,commune de St Étienne de Boulogne.
DT07-04000,commune de Saint-Pierre-le-Déchausselat,commune de St Pierre le Déchausselat
DT07-04005,commune de Saint-Priest,commune de St Priest
DT07-04009,commune de Pont-de-Labeaume.,commune de Pont de Labeaume.
DT07-04012,commune de Saint-Péray,commune de St Péray
DT07-04013,commune de Saint-Cirgues-en-Montagne.,commune de St Cirgues en Montagne.
DT07-04015,commune de Saint-André-de-Cruzières,commune de St André de Cruzières
DT07-04016,commune de Cros-de-Géorand,commune de Cros de Géorand
DT07-04025,commune de Saint-Paul-le-Jeune.,commune de St Paul le Jeune.
DT07-04032,commune de Saint-Jeure-d’Andaure,commune de St Jeure d'Andaure
DT07-04035,commune de Colombier-le-Vieux.,commune de Colombier le Vieux.
DT07-04037,commune de Saint-Symphorien-de-Mahun.,commune de St Symphorien de Mahun.
DT07-04038,commune de Saint-Vincent-de-Durfort.,commune de St Vincent de Durfort.
DT07-04039,commune de Saint-Gineys-en-Coiron,commune de St Gineys en Coiron
DT07-04040,commune de Villeneuve-de-Berg,commune de Villeneuve de Berg
DT07-04042,commune de Labastide-de-Virac.,commune de la Bastide de Virac.
DT07-04045,commune de Saint-Montan.,commune de St Montan.
DT07-04046,commune de Saint-Andéol-de-Fourchades,commune de St Andéol de Fourchades
DT07-04047,commune de Saint-Romain-d’Ay.,commune de St Romain d'Ay.
DT07-04051,commune de Saint-Michel-d’Aurance.,commune de St Michel d'Aurance.
DT07-04052,commune de Sainte-Eulalie.,commune de St Eulalie.
DT07-04053,commune de Cros-de-Géorand,commune de Cros de Géorand
DT07-04054,commune de Gilhac-et-Bruzac,commune de Gilhac et Bruzac
DT07-04055,commune de La Souche.,commune de la Souche.
DT07-04057,commune de Bourg-Saint-Andéol.,commune de Bourg St Andéol.
DT07-04059,commune de Saint-Agrève.,commune de St Agrève.
DT07-04060,commune de Bourg-Saint-Andéol.,commune de Bourg St Andéol.
DT07-04062,commune de La Chapelle-sous-Aubenas.,commune de la Chapelle sous Aubenas.
DT07-04064,commune du Lac-d’Issarlès.,commune du Lac d'Issarlès.
DT07-04070,commune de La Souche.,commune de la Souche.
DT07-04074,commune de La Souche.,commune de la Souche.
DT07-04076,commune de Saint-Laurent-du-Pape,commune de St Laurent du Pape
DT07-04080,commune de Saint-Martin-d’Ardèche,commune de St Martin d'Ardèche
DT07-04086,commune de Saint-Julien-Labrousse.,commune de St Julien Labrousse.
DT07-04088,commune d’Orgnac-l’Aven.,commune d'Orgnac l'Aven.
DT07-04089,commune de Saint-Christol.,commune de St Christol.
DT07-04090,commune de Saint-Alban-d’Ay.,commune de St Alban d'Ay.
DT07-04092,commune de Saint-Julien-Labrousse,commune de St Julien Labrousse
DT07-04095,commune de Saint-André-de-Cruzières.,commune de St André de Cruzières.
DT07-04098,commune de Désaignes,commune de Desaignes
DT07-04101,commune de Saint-Barthélemy-le-Pin,commune de St Barthélémy le Pin
DT07-04102,commune de Saint-Jean-Roure.,commune de St Jean Roure.
DT07-04103,commune de Saint-Julien-Boutières.,commune de St Julien Boutières.
DT07-04104,commune de Sainte-Marguerite-Lafigère,commune de Ste Marguerite Lafigère
DT07-04105,commune de Saint-Pierre-le-Déchausselat,commune de St Pierre le Déchausselat
DT07-04107,commune de Saint-Victor.,commune de St Victor.
DT07-04108,commune de Labastide-de-Virac.,commune de la Bastide de Virac.
DT07-04109,commune de Cros-de-Géorand.,commune de Cros de Géorand.
DT07-04112,commune de Saint-Victor.,commune de St Victor.
DT07-04116,commune de Saint-Basile,commune de St Basile
DT07-04120,commune de Saint-Michel-de-Chabrillanoux,commune de St Michel de Chabrillanoux
DT07-04122,commune de Saint-Andéol-de-Berg,commune de St Andéol de Berg
DT07-04127,commune de Saint-Julien-Labrousse,commune de St Julien Labrousse
DT07-04128,commune de Saint-André-de-Cruzières.,commune de St André de Cruzières.
DT07-04129,commune de Saint-Didier-de-Crussol,commune de St Didier de Crussol
DT07-04130,commune de Saint-Péray.,commune de St Péray.
DT07-04140,commune de Villeneuve-de-Berg.,commune de Villeneuve de Berg.
DT07-04143,commune de La Chapelle-sous-Aubenas.,commune de la Chapelle sous Aubenas.
DT07-04148,commune de Saint-Julien-du-Gua.,commune de St Julien du Gua.
DT07-04151,commune de Gilhac-et-Bruzac.,commune de Gilhac et Bruzac.
DT07-04153,commune de Colombier-le-Vieux.,commune de Colombier le Vieux.
DT07-04155,commune de Saint-Pierreville.,commune de St Pierreville.
DT07-04163,commune de Saint-Victor,commune de St Victor
DT07-04165,commune de Saint-Jean-Chambre,commune de St Jean Chambre
DT07-04166,commune de Saint-Julien-Labrousse.,commune de St Julien Labrousse.
DT07-04167,commune de Saint-Pierre-de-Colombier,commune de St Pierre de Colombier
DT07-04168,commune de Saint-Pierre-de-Colombier.,commune de St Pierre de Colombier.
DT07-04172,commune de Vals-les-Bains.,commune de Vals.
DT07-04175,commune de Saint-Cierge-la-Serre.,commune de St Cierge la Serre.
