Article,Vedette,Type vedette,Candidat,INSEE,Définition
DT73-00301,Arves,,Haut-Arvan,,dominé au sud par le mont Charvin ; embrasse la chaîne de la Maurienne depuis le mont des Encombres jusqu’au glacier de l’Argentière ; fait communiquer la vallée de l’Arc avec celle du Haut-Arvan et communique lui-même avec le col de l’Ouillon en suivant la crête de la montagne du Corbier et avec les cols de la Croix-de-Fer et du Glandon.
DT73-00301,Arves,,col de l’Ouillon,,dominé au sud par le mont Charvin ; embrasse la chaîne de la Maurienne depuis le mont des Encombres jusqu’au glacier de l’Argentière ; fait communiquer la vallée de l’Arc avec celle du Haut-Arvan et communique lui-même avec le col de l’Ouillon en suivant la crête de la montagne du Corbier et avec les cols de la Croix-de-Fer et du Glandon.
DT73-00301,Arves,,montagne du Corbier,,dominé au sud par le mont Charvin ; embrasse la chaîne de la Maurienne depuis le mont des Encombres jusqu’au glacier de l’Argentière ; fait communiquer la vallée de l’Arc avec celle du Haut-Arvan et communique lui-même avec le col de l’Ouillon en suivant la crête de la montagne du Corbier et avec les cols de la Croix-de-Fer et du Glandon.
DT73-00301,Arves,,cols de la Croix-de-Fer et du Glandon,,dominé au sud par le mont Charvin ; embrasse la chaîne de la Maurienne depuis le mont des Encombres jusqu’au glacier de l’Argentière ; fait communiquer la vallée de l’Arc avec celle du Haut-Arvan et communique lui-même avec le col de l’Ouillon en suivant la crête de la montagne du Corbier et avec les cols de la Croix-de-Fer et du Glandon.
DT73-00308,Assiette,,Tarentaise,,"en Tarentaise, près du passage de la Vanoise, tributaire de l’Isère dans laquelle il verse ses eaux à Pralognan."
DT73-00314,Audagne,,passage du Collerin,,"sur la commune de Bonneval, entre la rivière de l’Arc et le passage du Collerin."
DT73-00316,Aule,,vallée des Villards,,fait communiquer la vallée des Villards avec celle des Arves et conduit en Dauphiné.
DT73-00316,Aule,,Arves,,fait communiquer la vallée des Villards avec celle des Arves et conduit en Dauphiné.
DT73-00316,Aule,,Dauphiné,,fait communiquer la vallée des Villards avec celle des Arves et conduit en Dauphiné.
DT73-00318,Aussois,,col de Chavière,,"entre Pralognan et Modane, fait communiquer la vallée formée par le ruisseau d’Avrieux, affluent de droite de l’Arc, avec celle du Doron, affluent de gauche de l’Isère, et communique lui-même avec le col de Chavière par Droset, le Barbier et Polset (hameaux d’Aussois, de Villarodin-Bourget et de Modane) ; altitude, 3.156 mètres."
DT73-00318,Aussois,,Droset,,"entre Pralognan et Modane, fait communiquer la vallée formée par le ruisseau d’Avrieux, affluent de droite de l’Arc, avec celle du Doron, affluent de gauche de l’Isère, et communique lui-même avec le col de Chavière par Droset, le Barbier et Polset (hameaux d’Aussois, de Villarodin-Bourget et de Modane) ; altitude, 3.156 mètres."
DT73-00318,Aussois,,Barbier,,"entre Pralognan et Modane, fait communiquer la vallée formée par le ruisseau d’Avrieux, affluent de droite de l’Arc, avec celle du Doron, affluent de gauche de l’Isère, et communique lui-même avec le col de Chavière par Droset, le Barbier et Polset (hameaux d’Aussois, de Villarodin-Bourget et de Modane) ; altitude, 3.156 mètres."
DT73-00318,Aussois,,Polset,,"entre Pralognan et Modane, fait communiquer la vallée formée par le ruisseau d’Avrieux, affluent de droite de l’Arc, avec celle du Doron, affluent de gauche de l’Isère, et communique lui-même avec le col de Chavière par Droset, le Barbier et Polset (hameaux d’Aussois, de Villarodin-Bourget et de Modane) ; altitude, 3.156 mètres."
DT73-00318,Aussois,,"hameaux d’Aussois, de Villarodin-Bourget et de Modane",,"entre Pralognan et Modane, fait communiquer la vallée formée par le ruisseau d’Avrieux, affluent de droite de l’Arc, avec celle du Doron, affluent de gauche de l’Isère, et communique lui-même avec le col de Chavière par Droset, le Barbier et Polset (hameaux d’Aussois, de Villarodin-Bourget et de Modane) ; altitude, 3.156 mètres."
DT73-00324,Avalanche,,finage de Bourg-Saint-Maurice,,"dans le bassin de l’Arly, passe sur le finage de Bourg-Saint-Maurice."
DT73-00329,Avaugles,,vallée de la Haute-Isère,,"dans le bassin de Moûtiers et la vallée de la Haute-Isère, entre Bonneval (Tarentaise) et le col de Basmont."
DT73-00329,Avaugles,,col de Basmont,,"dans le bassin de Moûtiers et la vallée de la Haute-Isère, entre Bonneval (Tarentaise) et le col de Basmont."
DT73-00330,Averne,,mont de Margériaz,,"entre le mont de Margériaz et le mont de la Croix, établit une communication entre Aillon-le-Vieux et Thoiry ; altitude, 1.518 mètres."
DT73-00330,Averne,,mont de la Croix,,"entre le mont de Margériaz et le mont de la Croix, établit une communication entre Aillon-le-Vieux et Thoiry ; altitude, 1.518 mètres."
DT73-00331,Avernet,,versant des Alpes,,"sur le versant des Alpes séparant la Tarentaise du Piémont, au-dessus de Sainte-Foy et de Villaroger."
DT73-00331,Avernet,,Tarentaise,,"sur le versant des Alpes séparant la Tarentaise du Piémont, au-dessus de Sainte-Foy et de Villaroger."
DT73-00331,Avernet,,Piémont,,"sur le versant des Alpes séparant la Tarentaise du Piémont, au-dessus de Sainte-Foy et de Villaroger."
DT73-00331,Avernet,,au-dessus de Sainte-Foy et de Villaroger,,"sur le versant des Alpes séparant la Tarentaise du Piémont, au-dessus de Sainte-Foy et de Villaroger."
DT73-00334,Avérole,,col du Lautaret,,vient du col du Lautaret et se jette dans l’Arc au-dessous de Villaron après avoir arrosé Avérole et formé la vallée d’Avérole.
DT73-00334,Avérole,,au-dessous de Villaron,,vient du col du Lautaret et se jette dans l’Arc au-dessous de Villaron après avoir arrosé Avérole et formé la vallée d’Avérole.
DT73-00334,Avérole,,Avérole,,vient du col du Lautaret et se jette dans l’Arc au-dessous de Villaron après avoir arrosé Avérole et formé la vallée d’Avérole.
DT73-00334,Avérole,,vallée d’Avérole,,vient du col du Lautaret et se jette dans l’Arc au-dessous de Villaron après avoir arrosé Avérole et formé la vallée d’Avérole.
DT73-00337,Avioles,,finage d’Aillon-le-Jeune,,"dans le bassin du lac du Bourget, sur le finage d’Aillon-le-Jeune."
DT73-00340,Avril,,vallée d’Avérole,,"au fond de la vallée d’Avérole ; est dominée par la pointe de Rochemelon ; altitude, 3.220 mètres."
DT73-00340,Avril,,pointe de Rochemelon,,"au fond de la vallée d’Avérole ; est dominée par la pointe de Rochemelon ; altitude, 3.220 mètres."
DT73-00342,Azy,,vallée du lac du Bourget,,dans le bassin de Chambéry et la vallée du lac du Bourget.
DT73-00346,Bachau,,col des Pierres,,entre le col des Pierres et Saint-Alban-des-Villards.
DT73-00360,Baignée,,pointe de la Sellive,,entre Allondaz et la pointe de la Sellive.
DT73-00361,Bailletta,,col de Rhèmes,,"au-dessus du lac du Sautet, entre Val-d'Isere et le col de Rhèmes : fait communiquer la haute vallée de l’Isère avec le vallon formé par le ruisseau de la Sassière, affluent de l’Isère."
DT73-00361,Bailletta,,vallée de l’Isère,,"au-dessus du lac du Sautet, entre Val-d'Isere et le col de Rhèmes : fait communiquer la haute vallée de l’Isère avec le vallon formé par le ruisseau de la Sassière, affluent de l’Isère."
DT73-00362,Bailletta,,col de Rhèmes,,entre Val-d'Isere et le col de Rhèmes.
DT73-00365,Baisse-de-la-Pissine,,combe de Valmeinier,,relie la combe de Valmeinier à celle de la Plagnetta et communique avec les cols de la Madeleine et de la Plagnetta.
DT73-00365,Baisse-de-la-Pissine,,Plagnetta,,relie la combe de Valmeinier à celle de la Plagnetta et communique avec les cols de la Madeleine et de la Plagnetta.
DT73-00365,Baisse-de-la-Pissine,,cols de la Madeleine et de la Plagnetta,,relie la combe de Valmeinier à celle de la Plagnetta et communique avec les cols de la Madeleine et de la Plagnetta.
DT73-00368,Bayet,,col de Basmont,,descend du col de Basmont et se jette dans l’Isère entre Saint-Paul et Cevins après avoir arrosé le territoire de Rognaix.
DT73-00377,Ballendaz,,hameau de Ballendaz,,"dans le bassin de l’Isère, arrose le hameau de Ballendaz."
DT73-00398,Balme,hameau,Savoie,,"sur les confins de la Savoie et de la Haute-Savoie, et sur la commune de La Giettaz."
DT73-00398,Balme,hameau,Haute-Savoie,,"sur les confins de la Savoie et de la Haute-Savoie, et sur la commune de La Giettaz."
DT73-00399,Balme,hameau,mont de la Balme,,prend sa source au mont de la Balme et se jette dans l’Arc au delà d’Argentine après avoir traversé le territoire de St-Alban-des-Hurtières.
DT73-00402,Balme,hameau,hameau de la Balme,,"dans le bassin de l’Arly, arrose le hameau de la Balme (commune d’Héry-sur-Ugines)."
DT73-00403,Balme,hameau,hameau du Biollay,,"dans le bassin de l’Isère, arrose le hameau du Biollay (commune de Sainte-Foy)."
DT73-00406,Balmette,,Maurienne,,"en Maurienne, près des communes de St-Alban-des-Villards et de St-Colomban-des-Villards."
DT73-00410,Balmettes,lieu-dit et granges,La Ferrière,,entre Saint-Alban-des-Villards et La Ferrière (Isère).
DT73-00412,Ban,,Les Déserts,,"dans le bassin du lac du Bourget, arrose Les Déserts."
DT73-00414,"Banc-de-la-Croix,",mont,massif des Bauges,,"mont du massif des Bauges, dans la chaîne de la Chas, entre le mont Trélod et le col d’Orgeval et sur la commune de La Compôte ; altitude, 1.887 mètres."
DT73-00414,"Banc-de-la-Croix,",mont,chaîne de la Chas,,"mont du massif des Bauges, dans la chaîne de la Chas, entre le mont Trélod et le col d’Orgeval et sur la commune de La Compôte ; altitude, 1.887 mètres."
DT73-00414,"Banc-de-la-Croix,",mont,mont Trélod,,"mont du massif des Bauges, dans la chaîne de la Chas, entre le mont Trélod et le col d’Orgeval et sur la commune de La Compôte ; altitude, 1.887 mètres."
DT73-00414,"Banc-de-la-Croix,",mont,col d’Orgeval,,"mont du massif des Bauges, dans la chaîne de la Chas, entre le mont Trélod et le col d’Orgeval et sur la commune de La Compôte ; altitude, 1.887 mètres."
DT73-00419,Banc-Plat,mont,massif des Bauges,,"mont du massif des Bauges, dans le chaînon de Trélod, entre le col de Bornette et le mont Trélod ; altitude, 1.915 mètres."
DT73-00419,Banc-Plat,mont,chaînon de Trélod,,"mont du massif des Bauges, dans le chaînon de Trélod, entre le col de Bornette et le mont Trélod ; altitude, 1.915 mètres."
DT73-00419,Banc-Plat,mont,col de Bornette,,"mont du massif des Bauges, dans le chaînon de Trélod, entre le col de Bornette et le mont Trélod ; altitude, 1.915 mètres."
DT73-00419,Banc-Plat,mont,mont Trélod,,"mont du massif des Bauges, dans le chaînon de Trélod, entre le col de Bornette et le mont Trélod ; altitude, 1.915 mètres."
DT73-00426,Banges,,Allèves,,"sur Saint-Offenge-Dessus, Saint-Offenge-Dessous et Arith (Savoie), Allèves et Cusy (Haute-Savoie)."
DT73-00426,Banges,,Cusy,,"sur Saint-Offenge-Dessus, Saint-Offenge-Dessous et Arith (Savoie), Allèves et Cusy (Haute-Savoie)."
DT73-00428,Banges,mont,massif des Bauges,,"mont du massif des Bauges, dans la chaîne de Nivolet ; altitude, 1.247 mètres."
DT73-00428,Banges,mont,chaîne de Nivolet,,"mont du massif des Bauges, dans la chaîne de Nivolet ; altitude, 1.247 mètres."
DT73-00445,Barbier,lieu-dit,col de Chavière,,entre Avrieux et le col de Chavière.
DT73-00447,Barbizet,,Mont-du-Chat,,"entre le Mont-du-Chat et la montagne de l’Epine, fait communiquer la Motte-Servolex avec Novalaise."
DT73-00447,Barbizet,,montagne de l’Epine,,"entre le Mont-du-Chat et la montagne de l’Epine, fait communiquer la Motte-Servolex avec Novalaise."
DT73-00462,Barma-de-l’Ours,,Maurienne,,"en Maurienne, entre les glaciers de la Vanoise et le col du Mont-Iseran."
DT73-00462,Barma-de-l’Ours,,col du Mont-Iseran,,"en Maurienne, entre les glaciers de la Vanoise et le col du Mont-Iseran."
DT73-00471,"Barmont,",mont,massif des Bauges,,"mont du massif des Bauges, dans la chaîne de Nivolet ; altitude, 1.436 mètres."
DT73-00471,"Barmont,",mont,chaîne de Nivolet,,"mont du massif des Bauges, dans la chaîne de Nivolet ; altitude, 1.436 mètres."
DT73-00478,"Barral,",château,lieu-dit Charrières,,"château, au lieu-dit Charrières, commune de Chambéry."
DT73-00480,Barre,,Tarentaise,,"en Tarentaise, entre le col du Fruit et le col de Chanrouge."
DT73-00480,Barre,,col du Fruit,,"en Tarentaise, entre le col du Fruit et le col de Chanrouge."
DT73-00480,Barre,,col de Chanrouge,,"en Tarentaise, entre le col du Fruit et le col de Chanrouge."
DT73-00498,Basmont,,Maurienne,,"d’où l’on descend en Maurienne sur le village de Montsapey, et qui relie entre elles les vallées formées par le torrent de Montsapey, affluent de droite de l’Arc et par le torrent de Bajère, affluent de gauche de l’Isère."
DT73-00500,Bassagne,,pointe du Bousson,,"sur la commune de Val-d’Isère, entre la pointe du Bousson et la pointe de la Galise."
DT73-00500,Bassagne,,pointe de la Galise,,"sur la commune de Val-d’Isère, entre la pointe du Bousson et la pointe de la Galise."
DT73-00504,Basse,,Tarentaise,,"sur les confins de la Tarentaise et de la province d’Aoste, entre le col de la Seigne et le col du Petit-Saint-Bernard."
DT73-00504,Basse,,province d’Aoste,,"sur les confins de la Tarentaise et de la province d’Aoste, entre le col de la Seigne et le col du Petit-Saint-Bernard."
DT73-00504,Basse,,col de la Seigne,,"sur les confins de la Tarentaise et de la province d’Aoste, entre le col de la Seigne et le col du Petit-Saint-Bernard."
DT73-00504,Basse,,col du Petit-Saint-Bernard,,"sur les confins de la Tarentaise et de la province d’Aoste, entre le col de la Seigne et le col du Petit-Saint-Bernard."
DT73-00507,Basse-Recoude,,Maurienne,,"sur les confins de la Maurienne et de l’Isère et sur la commune de Saint-Jean-d’Arves, entre le col d’Agnelin et le col des Trente-Combes (Isère) ; altitude, 2.906 mètres."
DT73-00507,Basse-Recoude,,Isère,,"sur les confins de la Maurienne et de l’Isère et sur la commune de Saint-Jean-d’Arves, entre le col d’Agnelin et le col des Trente-Combes (Isère) ; altitude, 2.906 mètres."
DT73-00507,Basse-Recoude,,col d’Agnelin,,"sur les confins de la Maurienne et de l’Isère et sur la commune de Saint-Jean-d’Arves, entre le col d’Agnelin et le col des Trente-Combes (Isère) ; altitude, 2.906 mètres."
DT73-00507,Basse-Recoude,,col des Trente-Combes,,"sur les confins de la Maurienne et de l’Isère et sur la commune de Saint-Jean-d’Arves, entre le col d’Agnelin et le col des Trente-Combes (Isère) ; altitude, 2.906 mètres."
DT73-00524,"Frattière,",,rochers du Grand-Mont et le Mirantin,,"entre les rochers du Grand-Mont et le Mirantin ; conduit de La Bâthie à Beaufort par les hameaux du Biolay (commune de La Bâthie), des Planes (commune de Beaufort), de La Thuile (commune de Beaufort) et d’Arêches (commune de Beaufort)."
DT73-00524,"Frattière,",,La Bâthie,,"entre les rochers du Grand-Mont et le Mirantin ; conduit de La Bâthie à Beaufort par les hameaux du Biolay (commune de La Bâthie), des Planes (commune de Beaufort), de La Thuile (commune de Beaufort) et d’Arêches (commune de Beaufort)."
DT73-00527,Battallières,,glacier du Thabor,,"au pied du glacier du Thabor, déverse ses eaux dans le ruisseau de Bissorte."
DT73-00534,Bauges,mandement,"territoires d’Aillon, d’Arith, de Bellecombe, de Charmillon, du Châtelard, de La Compôte, de Doucy, d’Ecole, de Jarsy, de Lescheraines, de La Motte, du Noyer et de Ste-Reine",,"mandement qui comprenait les territoires d’Aillon, d’Arith, de Bellecombe, de Charmillon, du Châtelard, de La Compôte, de Doucy, d’Ecole, de Jarsy, de Lescheraines, de La Motte, du Noyer et de Ste-Reine."
DT73-00535,Bauges,massif,départements de la Savoie et de la Haute-Savoie,,"Le massif des Bauges, situé sur les confins des deux départements de la Savoie et de la Haute-Savoie, entre le lac d’Annecy et le lac du Bourget, est circonscrit au N. et au N.-O. par les vallées d’Alby et d’Aix-les-Bains, au S.-O. par la vallée de Chambéry à Montmelian, au S. et au S.-E. par les vallées de l’Isère et de l’Arly, à l’E. par la Chaise, la vallée de Faverges et le lac d’Annecy."
DT73-00535,Bauges,massif,vallées d’Alby et d’Aix-les-Bains,,"Le massif des Bauges, situé sur les confins des deux départements de la Savoie et de la Haute-Savoie, entre le lac d’Annecy et le lac du Bourget, est circonscrit au N. et au N.-O. par les vallées d’Alby et d’Aix-les-Bains, au S.-O. par la vallée de Chambéry à Montmelian, au S. et au S.-E. par les vallées de l’Isère et de l’Arly, à l’E. par la Chaise, la vallée de Faverges et le lac d’Annecy."
